City,AccentCity,ProvinceName,Latitude,Longitude,ProvinceID
humansdorp,Humansdorp,Eastern Cape,-34.029029,24.769122,5
humewood,Humewood,Eastern Cape,-33.977675,25.64119,5
ida,Ida,Eastern Cape,-31.403274,27.556263,5
idutywa,Idutywa,Eastern Cape,-32.096185,28.304888,5
idutywa river,Idutywa River,Eastern Cape,-32.05,28.416667,5
igoda mouth,Igoda Mouth,Eastern Cape,-33.083333,27.766667,5
ilinge,Ilinge,Eastern Cape,-31.976764,27.042674,5
imbotje,Imbotje,Eastern Cape,-31.461308,29.739816,5
impaka,Impaka,Eastern Cape,-31.943778,28.977657,5
impetu,Impetu,Eastern Cape,-32.632973,28.135557,5
impisi,Impisi,Eastern Cape,-31.079612,29.889016,5
imvani,Imvani,Eastern Cape,-32.030897,27.07636,5
indawana,Indawana,Eastern Cape,-29.983333,29.45,5
indwana,Indwana,Eastern Cape,-31.61818,27.496124,5
indwe,Indwe,Eastern Cape,-31.466667,27.333333,5
inhoek,Inhoek,Eastern Cape,-31.2,25.816667,5
innistore,Innistore,Eastern Cape,-31.368696,27.614758,5
insikeni,Insikeni,Eastern Cape,-30.143576,29.585878,5
insizwa,Insizwa,Eastern Cape,-30.738171,29.24748,5
intsimbini,Intsimbini,Eastern Cape,-31.600124,29.332122,5
inxu drift,Inxu Drift,Eastern Cape,-31.225958,28.640539,5
irisdale,Irisdale,Eastern Cape,-32.762098,28.2213,5
ironstone,Ironstone,Eastern Cape,-31.770163,28.80288,5
isidenge bosboustasie,Isidenge Bosboustasie,Eastern Cape,-32.672744,27.283273,5
isihlite,Isihlite,Eastern Cape,-31.399154,29.464558,5
isihlito,Isihlito,Eastern Cape,-31.399154,29.464558,5
isilindini,Isilindini,Eastern Cape,-31.083333,29.166667,5
isinuka,Isinuka,Eastern Cape,-31.601647,29.486833,5
isityam,Isityam,Eastern Cape,-32.25,28.116667,5
isnuka,Isnuka,Eastern Cape,-31.601647,29.486833,5
ivanhoe,Ivanhoe,Eastern Cape,-31.467214,26.695207,5
izeleni,Izeleni,Eastern Cape,-32.744301,27.377433,5
jabula,Jabula,Eastern Cape,-31.734458,28.622102,5
jafta's,Jafta's,Eastern Cape,-32.766667,27.266667,5
jakkals pos,Jakkals Pos,Eastern Cape,-31.349371,26.021689,5
jakkalsbank,Jakkalsbank,Eastern Cape,-31.266667,26.95,5
jakkalspoort,Jakkalspoort,Eastern Cape,-31.744032,25.83909,5
jalamba,Jalamba,Eastern Cape,-32.033333,28.733333,5
jamestown,Jamestown,Eastern Cape,-31.121093,26.806866,5
jansenville,Jansenville,Eastern Cape,-32.943056,24.672178,5
jeffrey's bay,Jeffrey's Bay,Eastern Cape,-34.050645,24.919499,5
jeffreysbaai,Jeffreysbaai,Eastern Cape,-34.050645,24.919499,5
jenca,Jenca,Eastern Cape,-31.297388,28.564946,5
jengce,Jengce,Eastern Cape,-31.297388,28.564946,5
jericho,Jericho,Eastern Cape,-31.507534,25.602613,5
joewyns park,Joewyns Park,Eastern Cape,-31.603714,26.544572,5
jojweni,Jojweni,Eastern Cape,-31.693567,27.857169,5
jokwenus location,Jokwenus Location,Eastern Cape,-33.366667,27.083333,5
josanas hoek,Josanas Hoek,Eastern Cape,-30.613713,27.36581,5
josefsdeel,Josefsdeel,Eastern Cape,-30.581568,26.21751,5
joubertina,Joubertina,Eastern Cape,-30.861049,26.689711,5
jozannas nek,Jozannas Nek,Eastern Cape,-30.616336,27.336302,5
jozannashoek,Jozannashoek,Eastern Cape,-30.613713,27.36581,5
jujura,Jujura,Eastern Cape,-32.379406,28.644384,5
junction ferry,Junction Ferry,Eastern Cape,-31.186574,28.694954,5
kaalplaas,Kaalplaas,Eastern Cape,-31.6,25.816667,5
kaap sint francis,Kaap Sint Francis,Eastern Cape,-34.207896,24.833186,5
kabeljous-on-sea,Kabeljous-on-Sea,Eastern Cape,-34.008584,24.929763,5
kabeljousriviermond,Kabeljousriviermond,Eastern Cape,-34.008584,24.929763,5
kabonqaba,Kabonqaba,Eastern Cape,-32.569146,28.501434,5
kaffelskraal,Kaffelskraal,Eastern Cape,-30.889344,26.140389,5
kalalo,Kalalo,Eastern Cape,-31.985946,28.672949,5
kalana location,Kalana Location,Eastern Cape,-33.058863,27.265378,5
kalinyanga,Kalinyanga,Eastern Cape,-31.684484,28.051667,5
kalkfontein,Kalkfontein,Eastern Cape,-31.897807,26.745012,5
kama's,Kama's,Eastern Cape,-32.933333,26.95,5
kamas location,Kamas Location,Eastern Cape,-33,27.116667,5
kamastone,Kamastone,Eastern Cape,-32.05,26.633333,5
kambe,Kambe,Eastern Cape,-31.485949,28.657513,5
kambi,Kambi,Eastern Cape,-31.485949,28.657513,5
kamp,Kamp,Eastern Cape,-30.733333,26.683333,5
kampplek,Kampplek,Eastern Cape,-32.233333,28.9,5
kanossa,Kanossa,Eastern Cape,-30.575236,26.15603,5
kanya,Kanya,Eastern Cape,-31.165524,29.83248,5
kanyayo,Kanyayo,Eastern Cape,-31.078769,29.791081,5
kanye,Kanye,Eastern Cape,-31.631848,28.046066,5
kaponveni,Kaponveni,Eastern Cape,-31.060802,28.767673,5
kappiesfontein,Kappiesfontein,Eastern Cape,-31.0461,26.288053,5
karberg,Karberg,Eastern Cape,-32.488369,26.681511,5
kareebosleegte,Kareebosleegte,Eastern Cape,-31.625641,25.866392,5
kareedouw,Kareedouw,Eastern Cape,-30.791598,25.858298,5
kareehoek,Kareehoek,Eastern Cape,-31.583333,25.666667,5
kareekloof,Kareekloof,Eastern Cape,-31.867197,25.704063,5
kareekloot,Kareekloot,Eastern Cape,-31.601325,25.714255,5
kariega,Kariega,Eastern Cape,-33.684209,26.670361,5
karreedouw,Karreedouw,Eastern Cape,-33.952802,24.290534,5
kasa,Kasa,Eastern Cape,-32.066667,28.65,5
kasouga,Kasouga,Eastern Cape,-33.635717,26.738158,5
kasouga road,Kasouga Road,Eastern Cape,-33.635717,26.738158,5
kasouga-weg,Kasouga-Weg,Eastern Cape,-33.635717,26.738158,5
kasuka,Kasuka,Eastern Cape,-33.648016,26.736097,5
kasuka road,Kasuka Road,Eastern Cape,-33.635717,26.738158,5
kasukaweg,Kasukaweg,Eastern Cape,-33.635717,26.738158,5
katinyanga,Katinyanga,Eastern Cape,-31.684484,28.051667,5
katkop,Katkop,Eastern Cape,-30.866667,28.533333,5
kaulela location,Kaulela Location,Eastern Cape,-33.15,27.15,5
kayser's beach,Kayser's Beach,Eastern Cape,-33.207717,27.60984,5
kayser's beach road,Kayser's Beach Road,Eastern Cape,-33.207717,27.60984,5
kefani,Kefani,Eastern Cape,-32.809475,28.132743,5
kei and bulhoek,Kei and Bulhoek,Eastern Cape,-32.05,26.583333,5
kei bridge,Kei Bridge,Eastern Cape,-32.505294,27.980436,5
kei mouth,Kei Mouth,Eastern Cape,-32.65,28.366667,5
kei road,Kei Road,Eastern Cape,-32.705479,27.546966,5
keibrug,Keibrug,Eastern Cape,-32.505294,27.980436,5
keilands,Keilands,Eastern Cape,-32.183333,27.5,5
keimond,Keimond,Eastern Cape,-32.681971,28.376315,5
kei-mouth village,Kei-mouth Village,Eastern Cape,-32.681971,28.376315,5
keiskamahoek,Keiskamahoek,Eastern Cape,-32.682483,27.15027,5
keiskammahoek,Keiskammahoek,Eastern Cape,-32.682483,27.15027,5
keiweg,Keiweg,Eastern Cape,-32.705479,27.546966,5
kellswood,Kellswood,Eastern Cape,-32.746219,28.015201,5
kelswood,Kelswood,Eastern Cape,-32.746219,28.015201,5
kendrew,Kendrew,Eastern Cape,-32.507976,24.484147,5
kenega drift,Kenega Drift,Eastern Cape,-30.482735,28.618794,5
kenegapoort,Kenegapoort,Eastern Cape,-30.483333,28.55,5
keneghadrift,Keneghadrift,Eastern Cape,-30.482735,28.618794,5
keneghapoort,Keneghapoort,Eastern Cape,-30.483333,28.55,5
kenilworth,Kenilworth,Eastern Cape,-31.89781,25.920902,5
kenmore,Kenmore,Eastern Cape,-31.187169,28.130806,5
kensington,Kensington,Eastern Cape,-31.25,26.183333,5
kentani,Kentani,Eastern Cape,-32.507815,28.317894,5
kentani village,Kentani Village,Eastern Cape,-32.507815,28.317894,5
kenton,Kenton,Eastern Cape,-33.666667,26.65,5
kenton on sea,Kenton on Sea,Eastern Cape,-33.684209,26.670361,5
kepisini,Kepisini,Eastern Cape,-30.055914,29.011863,5
kerrera,Kerrera,Eastern Cape,-31.344634,27.598672,5
keti,Keti,Eastern Cape,-32.033333,28.083333,5
kettershoek,Kettershoek,Eastern Cape,-31.686108,26.683175,5
keurbos,Keurbos,Eastern Cape,-33.4,23.366667,5
keurpos,Keurpos,Eastern Cape,-33.4,23.366667,5
keylock,Keylock,Eastern Cape,-31.992893,27.267599,5
khalankomo,Khalankomo,Eastern Cape,-30.935439,28.703805,5
khiba,Khiba,Eastern Cape,-30.552752,27.15055,5
khiwane,Khiwane,Eastern Cape,-33.164837,27.471045,5
khohlong,Khohlong,Eastern Cape,-30.308768,28.863831,5
kholweni,Kholweni,Eastern Cape,-30.063701,29.066888,5
khwabo,Khwabo,Eastern Cape,-30.533333,27.666667,5
khwetshe,Khwetshe,Eastern Cape,-32.365794,28.358076,5
kidd's beach,Kidd's Beach,Eastern Cape,-33.151829,27.698219,5
kildare,Kildare,Eastern Cape,-30.903668,26.745726,5
killarney,Killarney,Eastern Cape,-30.341745,28.308172,5
kilroe beach,Kilroe Beach,Eastern Cape,-31.359313,29.93271,5
king neptune,King Neptune,Eastern Cape,-33.805755,25.678685,5
king william's town,King William's Town,Eastern Cape,-32.88031,27.394544,5
kings glen,Kings Glen,Eastern Cape,-31.52716,26.378816,5
kings heights,Kings Heights,Eastern Cape,-33.433333,26.616667,5
kings lynn,Kings Lynn,Eastern Cape,-33.130164,27.225701,5
kings ride,Kings Ride,Eastern Cape,-31.581409,29.472403,5
kingscofe,Kingscofe,Eastern Cape,-33.23516,27.403716,5
kingslyn,Kingslyn,Eastern Cape,-33.130164,27.225701,5
kingslynn,Kingslynn,Eastern Cape,-31.319717,25.597881,5
kini bay,Kini Bay,Eastern Cape,-34.020287,25.37732,5
kinibaai,Kinibaai,Eastern Cape,-34.020287,25.37732,5
kinira,Kinira,Eastern Cape,-30.753642,29.004847,5
kinira drift,Kinira Drift,Eastern Cape,-30.482735,28.618794,5
kinira poort,Kinira Poort,Eastern Cape,-30.514804,28.531569,5
kinirapoort,Kinirapoort,Eastern Cape,-30.483333,28.55,5
kirby's post,Kirby's Post,Eastern Cape,-31.016667,28.9,5
kirkwood,Kirkwood,Eastern Cape,-33.398287,25.442785,5
kiwane,Kiwane,Eastern Cape,-33.246181,27.538198,5
klein camp,Klein Camp,Eastern Cape,-33.666667,26.283333,5
klein kareepoort,Klein Kareepoort,Eastern Cape,-30.661509,25.932983,5
klein mayburgsdam,Klein Mayburgsdam,Eastern Cape,-31.516667,25.783333,5
klein strydpoort,Klein Strydpoort,Eastern Cape,-31.433333,25.966667,5
klein withoek,Klein Withoek,Eastern Cape,-30.884671,25.688914,5
kleinbos,Kleinbos,Eastern Cape,-33.974323,23.824941,5
kleinemonde,Kleinemonde,Eastern Cape,-33.516667,26.916667,5
kleingeluk,Kleingeluk,Eastern Cape,-31.255166,26.49139,5
kleinmonde,Kleinmonde,Eastern Cape,-33.541726,27.043179,5
kleinpoort,Kleinpoort,Eastern Cape,-33.330259,24.882016,5
kleinskool,Kleinskool,Eastern Cape,-33.849292,25.515677,5
kleinvie,Kleinvie,Eastern Cape,-30.906702,25.76999,5
kleinvlei,Kleinvlei,Eastern Cape,-30.694457,26.347928,5
kliodrift,Kliodrift,Eastern Cape,-31.558896,25.934059,5
klipbaken,Klipbaken,Eastern Cape,-31.16842,26.877514,5
klipdam,Klipdam,Eastern Cape,-31.77414,26.174802,5
klipfontein,Klipfontein,Eastern Cape,-31.241873,25.7316,5
klipgat,Klipgat,Eastern Cape,-33.098084,24.162085,5
klipheuwel,Klipheuwel,Eastern Cape,-33.986773,24.911064,5
klipkraal,Klipkraal,Eastern Cape,-31.388909,26.707737,5
klipkuil,Klipkuil,Eastern Cape,-30.882812,26.004638,5
kliplaat,Kliplaat,Eastern Cape,-33.095086,27.061467,5
klipplaat,Klipplaat,Eastern Cape,-31.326944,26.608207,5
klipspruit,Klipspruit,Eastern Cape,-30.507307,29.68151,5
klondyke,Klondyke,Eastern Cape,-31.21683,29.508041,5
knapdale,Knapdale,Eastern Cape,-31.306856,27.561057,5
knapps hope,Knapps Hope,Eastern Cape,-32.866667,26.966667,5
knoetze,Knoetze,Eastern Cape,-33.216667,23.8,5
knole park,Knole Park,Eastern Cape,-30.656887,26.349637,5
knowsley,Knowsley,Eastern Cape,-32.137787,26.325913,5
kobongaba,Kobongaba,Eastern Cape,-32.569146,28.501434,5
kobonqaba,Kobonqaba,Eastern Cape,-32.466667,28.416667,5
koentekraal,Koentekraal,Eastern Cape,-33.083333,24.016667,5
koffiebaai,Koffiebaai,Eastern Cape,-31.980885,29.144534,5
kohla,Kohla,Eastern Cape,-31.556635,29.380121,5
kohlo,Kohlo,Eastern Cape,-31.950825,29.056718,5
kohlogolo,Kohlogolo,Eastern Cape,-31.566667,29.4,5
kohloqolo,Kohloqolo,Eastern Cape,-31.566667,29.4,5
koloni,Koloni,Eastern Cape,-31.196679,29.213873,5
kom nader,Kom Nader,Eastern Cape,-33.075502,27.715123,5
komanas,Komanas,Eastern Cape,-31.568478,26.977345,5
komga,Komga,Eastern Cape,-32.577036,27.891997,5
komgha,Komgha,Eastern Cape,-32.577036,27.891997,5
komhlulu,Komhlulu,Eastern Cape,-33.05,27.416667,5
komkhulu,Komkhulu,Eastern Cape,-30.166369,29.052365,5
komkulu,Komkulu,Eastern Cape,-30.835501,28.31385,5
kommandantskop,Kommandantskop,Eastern Cape,-31.059793,26.52075,5
kommandokraal,Kommandokraal,Eastern Cape,-33.133333,25.083333,5
komweer,Komweer,Eastern Cape,-30.730944,25.730995,5
kongeni,Kongeni,Eastern Cape,-31.683333,28.45,5
konqeni,Konqeni,Eastern Cape,-31.706199,28.461451,5
kookhuis,Kookhuis,Eastern Cape,-32.743222,25.80037,5
kopfontein,Kopfontein,Eastern Cape,-30.973945,26.248875,5
koppiesfontein,Koppiesfontein,Eastern Cape,-30.949367,25.900379,5
korenhof,Korenhof,Eastern Cape,-30.766667,26.516667,5
korenthi,Korenthi,Eastern Cape,-30.1,29.75,5
korhaansdrif,Korhaansdrif,Eastern Cape,-33.566667,25.35,5
korsten,Korsten,Eastern Cape,-33.928948,25.569428,5
kotana,Kotana,Eastern Cape,-32.148811,28.146406,5
kote,Kote,Eastern Cape,-31.77564,29.301414,5
kothana,Kothana,Eastern Cape,-32.148811,28.146406,5
kotishini,Kotishini,Eastern Cape,-31.777049,28.574032,5
kotyana,Kotyana,Eastern Cape,-32.044956,29.00239,5
kougadam,Kougadam,Eastern Cape,-33.733333,24.6,5
kowie,Kowie,Eastern Cape,-33.590572,26.891037,5
kraaifontein,Kraaifontein,Eastern Cape,-31.205584,26.879353,5
kraaiplaas,Kraaiplaas,Eastern Cape,-31.489332,25.609474,5
kraal,Kraal,Eastern Cape,-33,27.433333,5
kraalfontein,Kraalfontein,Eastern Cape,-31.107181,26.609272,5
krakeel,Krakeel,Eastern Cape,-33.817061,23.735962,5
krakeel river,Krakeel River,Eastern Cape,-33.817061,23.735962,5
krakeelrivier,Krakeelrivier,Eastern Cape,-33.817061,23.735962,5
kransplaat,Kransplaat,Eastern Cape,-31.366667,26.25,5
kransvoelleegte,Kransvoëlleegte,Eastern Cape,-31.726892,25.677457,5
krauses beach,Krauses Beach,Eastern Cape,-32.888592,28.095338,5
kromhoek,Kromhoek,Eastern Cape,-30.357773,29.992901,5
kromriver,Kromriver,Eastern Cape,-33.343101,25.865213,5
kromriviermond,Kromriviermond,Eastern Cape,-34.13704,24.834275,5
kromspruit,Kromspruit,Eastern Cape,-30.543873,27.420471,5
kroonberg,Kroonberg,Eastern Cape,-31.551583,26.297863,5
kroonhoek,Kroonhoek,Eastern Cape,-30.268007,28.92646,5
kroonvale,Kroonvale,Eastern Cape,-32.256267,24.560513,5
kroonviel,Kroonviel,Eastern Cape,-30.568867,26.152982,5
kruisfontein,Kruisfontein,Eastern Cape,-34.003333,24.731417,5
kruithoring,Kruithoring,Eastern Cape,-33.55,25.283333,5
kuamanzimnyama,KuAmanzimnyama,Eastern Cape,-32.118066,29.022576,5
kubangqo,KuBangqo,Eastern Cape,-32.307272,28.683563,5
kubeka,Kubeka,Eastern Cape,-31.880591,28.824344,5
kubeke,KuBeke,Eastern Cape,-31.642885,28.328922,5
kubeyele,KuBeyele,Eastern Cape,-31.75,27.933333,5
kubhobhodla,KuBhobhodla,Eastern Cape,-30.709513,29.46495,5
kubhukazi,KuBhukazi,Eastern Cape,-30.951491,28.855782,5
kubilatye,KuBilatye,Eastern Cape,-31.93933,27.341623,5
kubojane,KuBojane,Eastern Cape,-31.69149,27.951724,5
kubom,KuBom,Eastern Cape,-32.116667,28.583333,5
kuboniswa,KuBoniswa,Eastern Cape,-31.5,27.233333,5
ku-buka,Ku-Buka,Eastern Cape,-31.962805,28.613517,5
ku-bungu,Ku-Bungu,Eastern Cape,-31.433413,29.140308,5
kubusie woolwash,Kubusie Woolwash,Eastern Cape,-32.58748,27.459431,5
kucabazana,KuCabazana,Eastern Cape,-30.673335,29.456114,5
kucane,KuCane,Eastern Cape,-30.865483,29.053371,5
ku-canti,Ku-Canti,Eastern Cape,-31.830649,28.620927,5
kucitwayo,KuCitwayo,Eastern Cape,-30.85468,29.700695,5
kucwalinkungu,KuCwalinkungu,Eastern Cape,-30.895644,29.049727,5
kudidi,KuDidi,Eastern Cape,-31.707403,28.285779,5
kudlabhane,KuDlabhane,Eastern Cape,-30.95,28.75,5
kudlakavu,KuDlakavu,Eastern Cape,-31.970856,27.251869,5
kudubeni,KuDubeni,Eastern Cape,-31.740972,27.020759,5
kududumashe,KuDudumashe,Eastern Cape,-31.898061,27.350193,5
ku-duka,Ku-Duka,Eastern Cape,-31.587091,28.421921,5
ku-dupu,Ku-Dupu,Eastern Cape,-31.185233,29.415818,5
ku-dyobhudaka,Ku-Dyobhudaka,Eastern Cape,-31.571835,27.19605,5
kufani,KuFani,Eastern Cape,-31.698752,26.921997,5
ku-fefa,Ku-Fefa,Eastern Cape,-31.226356,28.567261,5
kufundakubi,KuFundakubi,Eastern Cape,-32.116667,28.633333,5
kugambushe,KuGambushe,Eastern Cape,-32.016667,28.933333,5
ku-gcobane,Ku-Gcobane,Eastern Cape,-31.459115,29.53439,5
ku-gengqe,Ku-Gengqe,Eastern Cape,-31.870413,28.687695,5
ku-gilandoda,Ku-Gilandoda,Eastern Cape,-31.901466,28.248958,5
kugilanqodo,KuGilanqodo,Eastern Cape,-31.57272,27.986879,5
kugodola,KuGodola,Eastern Cape,-30.766667,28.916667,5
ku-goeyana,Ku-Goeyana,Eastern Cape,-31.251788,28.610136,5
kugqangushe,KuGqangushe,Eastern Cape,-32.031178,29.085112,5
kugqaza,KuGqaza,Eastern Cape,-30.800959,29.507803,5
kugroxo,KuGroxo,Eastern Cape,-32.30388,28.635794,5
kugudlintaba,KuGudlintaba,Eastern Cape,-30.75351,29.158057,5
kugunjana,KuGunjana,Eastern Cape,-31.813564,28.435443,5
kugwabeni,KuGwabeni,Eastern Cape,-30.91744,29.632157,5
ku-gwexintaba,Ku-Gwexintaba,Eastern Cape,-31.451449,29.630749,5
kugxara,KuGxara,Eastern Cape,-31.999355,28.288117,5
ku-hlaba,Ku-Hlaba,Eastern Cape,-31.54543,28.184817,5
ku-hlope,Ku-Hlope,Eastern Cape,-31.858494,28.677896,5
kuhota,KuHota,Eastern Cape,-31.640685,27.681357,5
kujaho,KuJaho,Eastern Cape,-31.512184,27.156447,5
ku-jonga,Ku-Jonga,Eastern Cape,-31.971227,29.154813,5
kukavara,KuKavara,Eastern Cape,-31.738725,27.102363,5
ku-kombe,Ku-Kombe,Eastern Cape,-31.814328,29.014925,5
kukose,KuKose,Eastern Cape,-31.95,27.9,5
kuku,Kuku,Eastern Cape,-32.683333,28.166667,5
kulambeni,Kulambeni,Eastern Cape,-31.625254,29.208347,5
kulanganci,KuLanganci,Eastern Cape,-31.666667,27.566667,5
ku-liweni,Ku-Liweni,Eastern Cape,-31.733333,27.316667,5
kulofumbata,KuLofumbata,Eastern Cape,-32.375878,28.679413,5
kulogongoto,KuLogongoto,Eastern Cape,-32.369099,28.563695,5
kulogqogqa,KuLogqogqa,Eastern Cape,-32.36353,28.608732,5
kulohopana,KuLohopana,Eastern Cape,-32.36632,28.534554,5
kulojingqi,KuLojingqi,Eastern Cape,-32.419377,28.692201,5
kulombete,KuLombete,Eastern Cape,-32.033333,28.616667,5
kulombombo,KuLombombo,Eastern Cape,-32.116667,28.766667,5
kulo-ngqa,Kulo-Ngqa,Eastern Cape,-31.767556,27.815309,5
kuloqolo,KuLoqolo,Eastern Cape,-31.976807,27.344287,5
kulotshazi,KuLotshazi,Eastern Cape,-32.383794,28.5349,5
kulovulandi,KuLovulandi,Eastern Cape,-32.31672,28.622187,5
ku-lozulu,Ku-Lozulu,Eastern Cape,-31.868203,28.758519,5
kuludondola,KuLudondola,Eastern Cape,-31.933333,28.483333,5
kuludondolo,KuLudondolo,Eastern Cape,-31.933333,28.483333,5
ku-ludondolo,Ku-Ludondolo,Eastern Cape,-31.943144,28.498754,5
kuludwele,KuLudwele,Eastern Cape,-30.9,28.916667,5
kulufini,Kulufini,Eastern Cape,-31.876956,27.576002,5
kulutsheko,KuLutsheko,Eastern Cape,-30.889316,29.207743,5
kuluxomo,KuLuxomo,Eastern Cape,-31.733333,28.4,5
kumabangula,KuMabangula,Eastern Cape,-31.762614,27.562241,5
kumabhikiji,KuMabhikiji,Eastern Cape,-30.974013,29.260929,5
kumabula,KuMabula,Eastern Cape,-30.955205,29.968948,5
kumacibini,KuMacibini,Eastern Cape,-30.65255,29.255359,5
ku-madukuda,Ku-Madukuda,Eastern Cape,-31.081007,28.96789,5
ku-magubu,Ku-Magubu,Eastern Cape,-31.821222,28.571768,5
kumagwala,KuMagwala,Eastern Cape,-31.966667,27.583333,5
kumahamane,KuMahamane,Eastern Cape,-30.975179,28.98437,5
kumahasana,KuMahasana,Eastern Cape,-32.2,28.666667,5
kumahlungulu,KuMahlungulu,Eastern Cape,-31.729002,27.671258,5
kumajaba,Kumajaba,Eastern Cape,-31.28538,28.545617,5
kumakwababa,KuMakwababa,Eastern Cape,-31.883333,27.916667,5
ku-malongwe,Ku-Malongwe,Eastern Cape,-31.802794,28.834767,5
ku-mankazana,Ku-Mankazana,Eastern Cape,-31.920031,28.701941,5
ku-mankenkeza,Ku-Mankenkeza,Eastern Cape,-31.019649,30.066455,5
kumanyisani,KuManyisani,Eastern Cape,-31.654596,28.257885,5
kumanzamnyama,KuManzamnyama,Eastern Cape,-30.872908,29.17448,5
kumanzana,KuManzana,Eastern Cape,-31.551568,27.646337,5
kumanzimahle,KuManzimahle,Eastern Cape,-31.62711,27.552712,5
ku-manzimdaka,Ku-Manzimdaka,Eastern Cape,-31.443844,28.118228,5
ku-mapahla,Ku-Mapahla,Eastern Cape,-31.934857,28.627011,5
kumapiko,KuMapiko,Eastern Cape,-33.213883,27.166008,5
kumaqanda,KuMaqanda,Eastern Cape,-31.748871,28.179053,5
kumaqashu,KuMaqashu,Eastern Cape,-31.666667,27.316667,5
ku-maqebevu,Ku-Maqebevu,Eastern Cape,-31.7,29.25,5
ku-masadala,Ku-Masadala,Eastern Cape,-31.360243,29.639322,5
kumate,KuMate,Eastern Cape,-30.965275,29.535247,5
ku-mate,Ku-Mate,Eastern Cape,-31.012724,29.519327,5
kumathumbu,KuMathumbu,Eastern Cape,-30.774719,28.613312,5
kumaya,KuMaya,Eastern Cape,-31.993012,27.382032,5
kumayibe,KuMayibe,Eastern Cape,-31.533669,28.484674,5
ku-mayima,Ku-Mayima,Eastern Cape,-31.366667,28.366667,5
kumbaxa,KuMbaxa,Eastern Cape,-31.791749,27.71298,5
kumbonda,KuMbonda,Eastern Cape,-32.048879,28.545084,5
kumbozwana,KuMbozwana,Eastern Cape,-31.657244,28.477739,5
kumbulunga,KuMbulunga,Eastern Cape,-30.890181,28.458732,5
kumembesi,KuMembesi,Eastern Cape,-32.28276,28.594572,5
kumgawuli,KuMgawuli,Eastern Cape,-31.598277,28.472777,5
kumgedezi,KuMgedezi,Eastern Cape,-30.867645,29.224856,5
ku-mhlabubomvu,Ku-Mhlabubomvu,Eastern Cape,-31.906558,28.695381,5
kumjane,Kumjane,Eastern Cape,-31.025883,29.984492,5
kumkulu,KuMkulu,Eastern Cape,-32.266667,28.8,5
kumlandena,KuMlandena,Eastern Cape,-30.844423,29.34177,5
kumnxekazi,KuMnxekazi,Eastern Cape,-30.959542,29.100085,5
kumpurwana,KuMpurwana,Eastern Cape,-30.825715,28.854172,5
ku-msikiti,Ku-Msikiti,Eastern Cape,-31.98071,28.59586,5
kumtala,KuMtala,Eastern Cape,-31.638901,27.927724,5
kumtukuma,KuMtukuma,Eastern Cape,-31.698305,28.281587,5
ku-mtwebula,Ku-Mtwebula,Eastern Cape,-31.816667,29.183333,5
kumtyamde,KuMtyamde,Eastern Cape,-31.896464,27.663587,5
ku-mvezo,Ku-Mvezo,Eastern Cape,-31.960034,28.498273,5
kuncalolo,KuNcalolo,Eastern Cape,-31.723637,28.466127,5
ku-ncengana,Ku-Ncengana,Eastern Cape,-31.846348,28.478972,5
kuncityana,KuNcityana,Eastern Cape,-32.05,28.8,5
kuncwana,KuNcwana,Eastern Cape,-31.898896,27.728098,5
ku-ndaca,Ku-Ndaca,Eastern Cape,-31.658527,28.205326,5
kundayingana,KuNdayingana,Eastern Cape,-30.775376,29.798889,5
ku-ndile,Ku-Ndile,Eastern Cape,-31.142042,29.314157,5
kundindini,KuNdindini,Eastern Cape,-30.700885,28.88788,5
ku-ndlazi,Ku-Ndlazi,Eastern Cape,-31.237815,29.411429,5
ku-ndlunkulu,Ku-Ndlunkulu,Eastern Cape,-31.75,28.916667,5
ku-ndoda,Ku-Ndoda,Eastern Cape,-31.274977,28.380172,5
kundonga,KuNdonga,Eastern Cape,-31.686027,27.423181,5
kundulu,Kundulu,Eastern Cape,-31.872498,27.088175,5
kungcaca,KuNgcaca,Eastern Cape,-31.831057,27.706791,5
ku-ngcengane,Ku-Ngcengane,Eastern Cape,-31.316667,28.383333,5
kungcoti,KuNgcoti,Eastern Cape,-30.999074,28.568883,5
kungcuka,KuNgcuka,Eastern Cape,-31.728977,27.255313,5
kungqane,KuNgqane,Eastern Cape,-30.90547,29.424609,5
kungqovu,KuNgqovu,Eastern Cape,-31.595569,28.415245,5
kungqungqumbe,KuNgqungqumbe,Eastern Cape,-32.141972,28.863154,5
kungqutu,KuNgqutu,Eastern Cape,-32.077443,28.494328,5
kungqwaru,KuNgqwaru,Eastern Cape,-31.845547,27.828566,5
ku-nikwe,Ku-Nikwe,Eastern Cape,-31.365356,29.614931,5
kunjemane,KuNjemane,Eastern Cape,-31.865548,28.380615,5
ku-njombela,Ku-Njombela,Eastern Cape,-31.724934,28.375235,5
kunkazana,KuNkazana,Eastern Cape,-32.405116,28.630373,5
kunkolonga,KuNkolonga,Eastern Cape,-31.860479,27.261612,5
ku-nkongolo,Ku-Nkongolo,Eastern Cape,-31.200138,29.482888,5
kunkumba,KuNkumba,Eastern Cape,-32.043781,29.034808,5
kunkundla,KuNkundla,Eastern Cape,-30.943425,29.713255,5
kunkunzimbini,KuNkunzimbini,Eastern Cape,-31.790025,29.02358,5
ku-nokana,Ku-Nokana,Eastern Cape,-31.800166,28.730791,5
kunomadamba,KuNomadamba,Eastern Cape,-31.716965,27.771416,5
